184.5;221.8;70;15.9;242.1;325.6;142.9
176.1;220.5;70.1;16.1;240.5;326.3;143
178.4;220.5;70;17.7;242;324.6;143
179.5;220.5;70.1;19.4;243.9;325.2;143
184.3;221;70.1;21.2;246;322.5;143
182.6;220.5;70;20.3;245;322.7;143
178.7;221;70.2;24.9;245;323.9;135
179.6;221;70.1;25.6;245;325.1;135
181.9;221;70;25.1;246;324;135
185;221;70;25.4;246;324.9;135
182.8;221;69.8;26.2;245;323;135
180.9;221.1;69.6;24.5;245.2;325.3;134.8
170;242;70;12.1;274.1;324.5;105.1
170.5;241;70;12.1;272.9;324.4;102
167.3;242.7;70;10.7;274;324.6;105
178.2;242.7;70.2;12;274;324.7;104.9
177.8;242.8;70.1;11.3;273.9;324.7;104.9
182.1;245.5;69.9;12.8;280;323.9;104.9
181.5;222;69.9;14;245.9;320.6;135.3
180.3;222;70.1;16.7;246;323.5;135
179.2;222;70.2;19;246;322.7;135
180.1;222.1;70;21.2;247;320;135
179.4;222;70;21.2;247;321;135
184.6;221.9;70.2;22;247;319.7;135
176.8;222.1;70;21.1;244.9;323.4;135
178.3;222;70;22;246;322.2;135
180.2;224.2;71.6;25.3;247.5;320.4;133.3
143.7;243.7;70;11.5;274.4;323.8;94.3
163.6;245.9;70;11.7;277;324.4;93
181.6;245;69.9;13.9;273.9;324.4;101
182.6;245;70.1;11.5;274;324.9;101
179.9;245;70;9.8;273.9;323.4;101
170.4;211;69.8;46.4;228.8;256.9;134.1
175.2;213.9;70.2;28.6;234.4;302;140.1
172.7;212.3;70.4;28.2;231.9;303.9;134.9
169.1;210.3;69.5;36.8;227.2;332.8;116.4
166.6;214.3;68.1;12.7;233.7;324.2;116.5
164.7;216;69.5;12.5;236;324.6;121
175.7;223.9;69.7;19;245.1;326.4;129.9
179.2;226;69.6;20.8;247;326;132
185;228;69.5;23.9;249;326.3;133
178;228;69.5;22.3;247;326.2;133
182.1;228.1;69.5;24.4;249;326.4;133
183.2;228;69.5;24.3;249;324.6;133
183.8;238.6;69.1;24.5;262.4;326.6;127.3
160.6;245;69.5;11.5;274.1;328.4;106.9
165.7;245;69.8;10.5;276;328.2;106
177.9;245.3;72.3;8.8;278;328.4;106.8
192.4;247;71;9;280.1;328.3;108.5
203.9;250.9;71.1;6.9;281.8;328.1;108
187.1;245.9;70.9;10.6;276.8;326.7;107.4
185.5;246;71;10.5;278;327.4;107
176.9;246;71.1;10.5;275.9;327.2;106.8
197.9;249.6;68;8.4;279.9;317.4;106
202.3;251;67;8.7;284;326.7;106.9
200;250.7;64.9;9.1;284;326.6;107.1
203.3;251;64.9;8.7;284;326.2;108.3
197.3;229.4;64.3;20.9;254;324.7;137.9
187.2;229.4;64;17.7;248;326.1;134
189.3;226;64;15.6;246;326.3;130
182.8;222;64;13;243;326.1;126
183.3;222;64;13.3;243;325.1;126
181.3;222;64;14;243;325.6;125
180.8;222;64.1;14.2;243;326.1;125
176.8;219.8;71;18.9;239.7;310.7;143.3
177.2;218.3;72.2;24.1;239;315.5;139.4
192.9;250.3;69.9;8.9;281.6;326.4;107.9
198.7;250;70;7.9;279.9;325.5;104.1
202.3;250;71;7.3;280;325.6;103.8
193.7;247.5;70;8.6;281.1;325.7;106.1
191;247.7;70.1;9.6;281.1;325.9;106
187.6;247.9;70;9.1;281;325.8;106.1
193.9;248.3;70;9.6;280.9;325.5;106
